연월일,시간,공급량
2013-01-05,19,2486.842571428572
2013-01-05,20,2464.058571428571
2013-01-05,21,2408.023142857143
2013-01-05,22,2349.2459999999996
2013-01-05,23,2291.5637142857145
2013-01-05,24,2194.180857142857
2013-01-06,1,2027.0185714285715
2013-01-06,2,1831.5077142857142
2013-01-06,3,1739.2505714285714
2013-01-06,4,1789.91
2013-01-06,5,1916.5294285714285
2013-01-06,6,1965.3362857142859
2013-01-06,7,2018.1111428571428
2013-01-06,8,2189.235714285714
2013-01-06,9,2408.225428571429
2013-01-06,10,2465.8642857142854
2013-01-06,11,2387.432285714286
2013-01-06,12,2149.9751428571426
2013-01-06,13,1976.228857142857
2013-01-06,14,1880.6345714285715
2013-01-06,15,1804.6951428571429
2013-01-06,16,1804.8757142857144
2013-01-06,17,1923.8757142857141
2013-01-06,18,2206.1031428571428
2013-01-06,19,2495.7259999999997
2013-01-06,20,2486.5694285714285
2013-01-06,21,2422.3031428571426
2013-01-06,22,2371.718
2013-01-06,23,2291.076857142857
2013-01-06,24,2170.4517142857144
2013-01-07,1,1954.5317142857143
2013-01-07,2,1748.438
2013-01-07,3,1665.8791428571428
2013-01-07,4,1744.1945714285716
2013-01-07,5,1914.8082857142856
2013-01-07,6,2065.596857142857
2013-01-07,7,2348.6677142857143
2013-01-07,8,2692.562571428571
2013-01-07,9,2763.9557142857143
2013-01-07,10,2623.6265714285714
2013-01-07,11,2466.7557142857145
2013-01-07,12,2251.983142857143
2013-01-07,13,2086.1705714285713
2013-01-07,14,2003.4882857142857
2013-01-07,15,1900.7957142857142
2013-01-07,16,1897.1808571428571
2013-01-07,17,1993.2517142857143
2013-01-07,18,2237.055142857143
2013-01-07,19,2481.3282857142854
2013-01-07,20,2564.502
2013-01-07,21,2534.360285714286
2013-01-07,22,2496.3591428571426
2013-01-07,23,2391.8745714285715
2013-01-07,24,2244.582
2013-01-08,1,1990.6402857142857
2013-01-08,2,1763.0905714285714
2013-01-08,3,1653.5134285714284
2013-01-08,4,1721.8962857142856
2013-01-08,5,1875.2677142857142
2013-01-08,6,2000.0585714285714
2013-01-08,7,2248.860857142857
2013-01-08,8,2605.566
2013-01-08,9,2652.8368571428573
2013-01-08,10,2485.454
2013-01-08,11,2324.668857142857
2013-01-08,12,2106.208285714286
2013-01-08,13,1955.9077142857143
2013-01-08,14,1895.8768571428573
2013-01-08,15,1802.8391428571429
2013-01-08,16,1794.0505714285714
2013-01-08,17,1912.4494285714286
2013-01-08,18,2191.583142857143
2013-01-08,19,2488.4711428571427
2013-01-08,20,2573.4585714285713
2013-01-08,21,2562.244857142857
2013-01-08,22,2534.6254285714285
2013-01-08,23,2426.6517142857147
2013-01-08,24,2305.948857142857
2013-01-09,1,2065.975142857143
2013-01-09,2,1827.940857142857
2013-01-09,3,1721.5854285714286
2013-01-09,4,1797.3248571428571
2013-01-09,5,1941.8071428571427
2013-01-09,6,2067.252857142857
2013-01-09,7,2335.0482857142856
2013-01-09,8,2710.299714285714
2013-01-09,9,2752.7397142857144
2013-01-09,10,2569.2894285714287
2013-01-09,11,2413.766
2013-01-09,12,2224.6734285714288
2013-01-09,13,2094.8642857142854
2013-01-09,14,2050.916857142857
2013-01-09,15,1957.3054285714286
2013-01-09,16,1945.958
2013-01-09,17,2065.4185714285713
2013-01-09,18,2338.1820000000002
2013-01-09,19,2654.9991428571425
2013-01-09,20,2737.4814285714283
2013-01-09,21,2709.8574285714285
2013-01-09,22,2684.195714285714
2013-01-09,23,2589.6722857142854
2013-01-09,24,2444.831142857143
2013-01-10,1,2199.281428571429
2013-01-10,2,1959.8185714285714
2013-01-10,3,1853.2345714285714
2013-01-10,4,1917.502
2013-01-10,5,2084.5134285714284
2013-01-10,6,2217.102
2013-01-10,7,2474.348857142857
2013-01-10,8,2834.9717142857144
2013-01-10,9,2878.8071428571425
2013-01-10,10,2669.225428571429
2013-01-10,11,2452.843714285714
2013-01-10,12,2276.7191428571427
2013-01-10,13,2114.959142857143
2013-01-10,14,2050.371714285714
2013-01-10,15,1952.5145714285716
2013-01-10,16,1932.2357142857143
2013-01-10,17,2037.0562857142857
2013-01-10,18,2287.872285714286
2013-01-10,19,2581.7591428571427
2013-01-10,20,2655.479142857143
2013-01-10,21,2642.764857142857
2013-01-10,22,2604.7362857142857
2013-01-10,23,2509.7842857142855
2013-01-10,24,2364.152285714286
2013-01-11,1,2100.9534285714285
2013-01-11,2,1855.0322857142858
2013-01-11,3,1744.1362857142856
2013-01-11,4,1802.2368571428572
2013-01-11,5,1942.3705714285716
2013-01-11,6,2052.43
2013-01-11,7,2287.8962857142856
2013-01-11,8,2628.9248571428575
2013-01-11,9,2679.543142857143
2013-01-11,10,2518.128285714286
2013-01-11,11,2352.344285714286
2013-01-11,12,2120.2974285714286
2013-01-11,13,1959.2631428571428
2013-01-11,14,1876.6654285714285
2013-01-11,15,1770.1774285714287
2013-01-11,16,1741.615142857143
2013-01-11,17,1851.3797142857143
2013-01-11,18,2100.800285714286
2013-01-11,19,2366.383142857143
2013-01-11,20,2426.2745714285716
2013-01-11,21,2385.91
2013-01-11,22,2322.2437142857143
2013-01-11,23,2230.798
2013-01-11,24,2113.3957142857143
2013-01-12,1,1936.9522857142856
2013-01-12,2,1710.8437142857144
2013-01-12,3,1573.1545714285714
2013-01-12,4,1599.0848571428573
2013-01-12,5,1711.1854285714287
2013-01-12,6,1750.068857142857
2013-01-12,7,1826.047142857143
2013-01-12,8,2025.4825714285712
2013-01-12,9,2208.919142857143
2013-01-12,10,2264.3568571428573
2013-01-12,11,2207.679142857143
2013-01-12,12,2005.2060000000001
2013-01-12,13,1804.3054285714284
2013-01-12,14,1717.2962857142854
2013-01-12,15,1645.0402857142856
2013-01-12,16,1632.1260000000002
2013-01-12,17,1698.3888571428572
2013-01-12,18,1892.6322857142857
2013-01-12,19,2110.056285714286
2013-01-12,20,2083.543142857143
2013-01-12,21,2036.5957142857144
2013-01-12,22,1992.0562857142857
2013-01-12,23,1950.963714285714
2013-01-12,24,1847.1522857142859
2013-01-13,1,1712.2757142857142
2013-01-13,2,1525.662
2013-01-13,3,1424.758
2013-01-13,4,1468.8642857142856
2013-01-13,5,1582.2517142857143
2013-01-13,6,1599.734
2013-01-13,7,1638.2574285714286
2013-01-13,8,1803.662
2013-01-13,9,2016.142
2013-01-13,10,2095.843714285714
2013-01-13,11,2056.4197142857142
2013-01-13,12,1836.6174285714285
2013-01-13,13,1700.8700000000001
2013-01-13,14,1639.1077142857143
2013-01-13,15,1577.6562857142856
2013-01-13,16,1551.694
2013-01-13,17,1625.6837142857144
2013-01-13,18,1879.339714285714
2013-01-13,19,2138.1374285714287
2013-01-13,20,2130.006
2013-01-13,21,2062.1305714285713
2013-01-13,22,1998.2254285714284
2013-01-13,23,1937.9202857142857
2013-01-13,24,1846.119142857143
2013-01-14,1,1632.940857142857
2013-01-14,2,1435.828857142857
2013-01-14,3,1361.6231428571427
2013-01-14,4,1437.8208571428572
2013-01-14,5,1605.6894285714284
2013-01-14,6,1735.087142857143
2013-01-14,7,2029.0631428571428
2013-01-14,8,2411.5705714285714
2013-01-14,9,2479.214
2013-01-14,10,2320.367142857143
2013-01-14,11,2201.195714285714
2013-01-14,12,2032.2448571428572
2013-01-14,13,1892.3351428571427
2013-01-14,14,1808.1785714285713
2013-01-14,15,1673.0002857142858
2013-01-14,16,1623.7797142857144
2013-01-14,17,1710.0025714285714
2013-01-14,18,1964.8437142857144
2013-01-14,19,2273.7602857142856
2013-01-14,20,2364.2357142857145
2013-01-14,21,2342.702
2013-01-14,22,2295.886
2013-01-14,23,2167.359142857143
2013-01-14,24,2032.1385714285716
2013-01-15,1,1794.0117142857143
2013-01-15,2,1589.9042857142856
2013-01-15,3,1485.3957142857143
2013-01-15,4,1558.3762857142858
2013-01-15,5,1709.2825714285716
2013-01-15,6,1815.0974285714287
2013-01-15,7,2082.1877142857143
2013-01-15,8,2447.090571428572
2013-01-15,9,2500.556857142857
2013-01-15,10,2316.2482857142854
2013-01-15,11,2166.602571428571
2013-01-15,12,1963.398
2013-01-15,13,1809.0242857142857
2013-01-15,14,1736.3899999999999
2013-01-15,15,1648.0185714285715
2013-01-15,16,1630.8962857142858
2013-01-15,17,1717.3991428571428
2013-01-15,18,1949.599142857143
2013-01-15,19,2224.092857142857
2013-01-15,20,2312.9614285714283
2013-01-15,21,2302.6265714285714
2013-01-15,22,2276.6642857142856
2013-01-15,23,2149.4974285714284
2013-01-15,24,2016.9042857142856
2013-01-16,1,1795.5294285714285
2013-01-16,2,1575.2277142857142
2013-01-16,3,1460.4494285714286
2013-01-16,4,1511.5705714285716
2013-01-16,5,1648.758
2013-01-16,6,1737.078
2013-01-16,7,1982.064285714286
2013-01-16,8,2331.11
2013-01-16,9,2388.188857142857
2013-01-16,10,2263.8814285714284
2013-01-16,11,2180.772857142857
2013-01-16,12,2011.9705714285715
2013-01-16,13,1872.1751428571429
2013-01-16,14,1794.2882857142856
2013-01-16,15,1673.3065714285715
2013-01-16,16,1672.934
2013-01-16,17,1767.7077142857142
2013-01-16,18,1995.5545714285713
2013-01-16,19,2288.2734285714287
2013-01-16,20,2377.806
2013-01-16,21,2363.8757142857144
2013-01-16,22,2359.5637142857145
2013-01-16,23,2260.675714285714
2013-01-16,24,2134.2757142857145
2013-01-17,1,1899.3454285714286
2013-01-17,2,1674.9088571428572
2013-01-17,3,1563.302
2013-01-17,4,1637.5317142857143
2013-01-17,5,1791.6974285714284
2013-01-17,6,1907.8642857142859
2013-01-17,7,2168.3534285714286
2013-01-17,8,2531.7465714285713
2013-01-17,9,2579.967142857143
2013-01-17,10,2404.851714285714
2013-01-17,11,2269.639142857143
2013-01-17,12,2064.27
2013-01-17,13,1913.2402857142858
2013-01-17,14,1853.0094285714288
2013-01-17,15,1763.5111428571429
2013-01-17,16,1738.3717142857142
2013-01-17,17,1832.2985714285714
2013-01-17,18,2065.787714285714
2013-01-17,19,2385.766
2013-01-17,20,2481.5488571428573
2013-01-17,21,2464.3328571428574
2013-01-17,22,2416.7637142857143
2013-01-17,23,2321.316857142857
2013-01-17,24,2199.2574285714286
2013-01-18,1,1964.8722857142857
2013-01-18,2,1742.662
2013-01-18,3,1639.1271428571429
2013-01-18,4,1713.7374285714286
2013-01-18,5,1867.604857142857
2013-01-18,6,1985.4882857142857
2013-01-18,7,2219.2208571428573
2013-01-18,8,2594.345428571429
2013-01-18,9,2652.756857142857
2013-01-18,10,2433.608285714286
2013-01-18,11,2260.806
2013-01-18,12,2033.5305714285714
2013-01-18,13,1879.8585714285714
2013-01-18,14,1808.3317142857143
2013-01-18,15,1698.2014285714286
2013-01-18,16,1676.8734285714286
2013-01-18,17,1744.5374285714286
2013-01-18,18,1958.4608571428573
2013-01-18,19,2269.3694285714287
2013-01-18,20,2330.3774285714285
2013-01-18,21,2301.0060000000003
2013-01-18,22,2234.0505714285714
2013-01-18,23,2147.3385714285714
2013-01-18,24,2017.4322857142856
2013-01-19,1,1830.4574285714284
2013-01-19,2,1602.8768571428573
2013-01-19,3,1478.7465714285715
2013-01-19,4,1525.9465714285714
2013-01-19,5,1635.5991428571429
2013-01-19,6,1662.5945714285715
2013-01-19,7,1738.7385714285715
2013-01-19,8,1935.9877142857144
2013-01-19,9,2114.958
2013-01-19,10,2142.3534285714286
2013-01-19,11,2055.9157142857143
2013-01-19,12,1848.2105714285715
2013-01-19,13,1657.0825714285713
2013-01-19,14,1565.751142857143
2013-01-19,15,1490.694
2013-01-19,16,1466.606
2013-01-19,17,1521.902
2013-01-19,18,1743.492857142857
2013-01-19,19,1994.7808571428573
2013-01-19,20,2010.6951428571429
2013-01-19,21,1933.0368571428571
2013-01-19,22,1882.0791428571429
2013-01-19,23,1840.5237142857143
2013-01-19,24,1766.2974285714286
2013-01-20,1,1617.3374285714285
2013-01-20,2,1439.8128571428572
2013-01-20,3,1330.5477142857144
2013-01-20,4,1370.1065714285712
2013-01-20,5,1483.182
2013-01-20,6,1496.6505714285715
2013-01-20,7,1540.767142857143
2013-01-20,8,1709.91
2013-01-20,9,1936.6551428571427
2013-01-20,10,2004.0151428571428
2013-01-20,11,1960.982
2013-01-20,12,1762.8745714285712
2013-01-20,13,1622.4494285714286
2013-01-20,14,1546.7854285714286
2013-01-20,15,1466.9477142857143
2013-01-20,16,1474.4254285714285
2013-01-20,17,1548.1911428571427
2013-01-20,18,1750.2117142857144
2013-01-20,19,1998.9774285714286
2013-01-20,20,1998.3020000000001
2013-01-20,21,1905.6219999999998
2013-01-20,22,1847.3282857142856
2013-01-20,23,1743.9054285714285
2013-01-20,24,1652.83
2013-01-21,1,1445.686
2013-01-21,2,1241.0505714285714
2013-01-21,3,1151.0025714285714
2013-01-21,4,1221.3191428571429
2013-01-21,5,1376.9088571428572
2013-01-21,6,1476.646
2013-01-21,7,1768.9831428571429
2013-01-21,8,2131.814
2013-01-21,9,2182.708857142857
2013-01-21,10,2071.7374285714286
2013-01-21,11,2006.6608571428571
2013-01-21,12,1846.614
2013-01-21,13,1743.95
2013-01-21,14,1701.31
2013-01-21,15,1620.6208571428572
2013-01-21,16,1592.7785714285712
2013-01-21,17,1640.1100000000001
2013-01-21,18,1786.8185714285714
2013-01-21,19,1986.4345714285714
2013-01-21,20,2068.098571428571
2013-01-21,21,2045.6871428571428
2013-01-21,22,2001.676857142857
2013-01-21,23,1862.222
2013-01-21,24,1733.8882857142858
2013-01-22,1,1507.955714285714
2013-01-22,2,1298.8631428571427
2013-01-22,3,1190.7705714285714
2013-01-22,4,1237.6380000000001
2013-01-22,5,1375.556857142857
2013-01-22,6,1456.8757142857144
2013-01-22,7,1695.1602857142857
2013-01-22,8,2043.231142857143
2013-01-22,9,2092.772857142857
2013-01-22,10,1942.1214285714286
2013-01-22,11,1835.3717142857145
2013-01-22,12,1667.412857142857
2013-01-22,13,1570.8185714285714
2013-01-22,14,1501.1008571428572
2013-01-22,15,1419.4322857142856
2013-01-22,16,1398.7614285714285
2013-01-22,17,1433.284857142857
2013-01-22,18,1623.8814285714286
2013-01-22,19,1869.5305714285714
2013-01-22,20,1924.782
2013-01-22,21,1910.7637142857143
2013-01-22,22,1881.8700000000001
2013-01-22,23,1754.3317142857143
2013-01-22,24,1657.6437142857142
2013-01-23,1,1441.991142857143
2013-01-23,2,1217.2482857142857
2013-01-23,3,1118.3774285714285
2013-01-23,4,1178.2585714285713
2013-01-23,5,1310.9682857142857
2013-01-23,6,1387.7705714285714
2013-01-23,7,1625.7831428571428
2013-01-23,8,1968.5648571428571
2013-01-23,9,2023.9877142857144
2013-01-23,10,1907.828857142857
2013-01-23,11,1835.2094285714286
2013-01-23,12,1698.203714285714
2013-01-23,13,1622.302
2013-01-23,14,1584.0391428571427
2013-01-23,15,1506.4791428571427
2013-01-23,16,1474.9854285714284
2013-01-23,17,1516.8791428571428
2013-01-23,18,1645.8220000000001
2013-01-23,19,1891.1911428571427
2013-01-23,20,1954.0025714285714
2013-01-23,21,1947.911142857143
2013-01-23,22,1944.5145714285713
2013-01-23,23,1859.1877142857143
2013-01-23,24,1738.3945714285715
2013-01-24,1,1539.2025714285714
2013-01-24,2,1320.3819999999998
2013-01-24,3,1204.55
2013-01-24,4,1255.684857142857
2013-01-24,5,1391.4905714285717
2013-01-24,6,1462.216285714286
2013-01-24,7,1703.91
2013-01-24,8,2035.1602857142857
2013-01-24,9,2081.7397142857144
2013-01-24,10,1980.9522857142856
2013-01-24,11,1894.667714285714
2013-01-24,12,1743.832285714286
2013-01-24,13,1654.5728571428572
2013-01-24,14,1620.046
2013-01-24,15,1562.9877142857144
2013-01-24,16,1544.758
2013-01-24,17,1607.182
2013-01-24,18,1824.0848571428571
2013-01-24,19,2153.95
2013-01-24,20,2301.3214285714284
2013-01-24,21,2314.191142857143
2013-01-24,22,2310.8734285714286
2013-01-24,23,2228.8951428571427
2013-01-24,24,2097.782
2013-01-25,1,1900.038
2013-01-25,2,1703.2985714285714
2013-01-25,3,1582.4197142857142
2013-01-25,4,1653.1911428571427
2013-01-25,5,1794.126
2013-01-25,6,1913.6414285714286
2013-01-25,7,2167.2265714285713
2013-01-25,8,2544.3922857142857
2013-01-25,9,2596.4197142857147
2013-01-25,10,2423.9877142857144
2013-01-25,11,2297.582
2013-01-25,12,2113.195714285714
2013-01-25,13,1975.375142857143
2013-01-25,14,1917.2425714285714
2013-01-25,15,1829.2437142857143
2013-01-25,16,1805.9865714285713
2013-01-25,17,1895.0208571428573
2013-01-25,18,2113.2482857142854
2013-01-25,19,2428.656285714286
2013-01-25,20,2521.292857142857
2013-01-25,21,2491.5214285714287
2013-01-25,22,2446.787714285714
2013-01-25,23,2369.9705714285715
2013-01-25,24,2265.23
2013-01-26,1,2092.398
2013-01-26,2,1866.2459999999999
2013-01-26,3,1740.1637142857144
2013-01-26,4,1781.5602857142858
2013-01-26,5,1905.574
2013-01-26,6,1970.0494285714285
2013-01-26,7,2062.5065714285715
2013-01-26,8,2300.675714285714
2013-01-26,9,2485.2425714285714
2013-01-26,10,2473.423142857143
2013-01-26,11,2399.6174285714287
2013-01-26,12,2206.703142857143
2013-01-26,13,2019.4825714285714
2013-01-26,14,1925.6505714285715
2013-01-26,15,1844.358
2013-01-26,16,1824.3191428571429
2013-01-26,17,1887.1831428571427
2013-01-26,18,2097.2014285714286
2013-01-26,19,2388.682571428571
2013-01-26,20,2406.175142857143
2013-01-26,21,2328.344285714286
2013-01-26,22,2279.879142857143
2013-01-26,23,2236.868857142857
2013-01-26,24,2140.639142857143
2013-01-27,1,1976.8048571428571
2013-01-27,2,1779.8894285714287
2013-01-27,3,1670.8917142857142
2013-01-27,4,1725.819714285714
2013-01-27,5,1846.383142857143
2013-01-27,6,1880.4105714285713
2013-01-27,7,1945.751142857143
2013-01-27,8,2132.471142857143
2013-01-27,9,2332.307714285714
2013-01-27,10,2343.977428571429
2013-01-27,11,2267.712285714286
2013-01-27,12,2059.328285714286
2013-01-27,13,1904.527142857143
2013-01-27,14,1837.0288571428573
2013-01-27,15,1764.9877142857144
2013-01-27,16,2043.5637142857142
2013-01-27,17,1840.1591428571428
2013-01-27,18,2074.828857142857
2013-01-27,19,2379.3168571428573
2013-01-27,20,2410.516857142857
2013-01-27,21,2309.2208571428573
2013-01-27,22,2242.727142857143
2013-01-27,23,2158.9534285714285
2013-01-27,24,2981.283714285714
2013-01-28,1,1832.2551428571428
2013-01-28,2,1618.7557142857142
2013-01-28,3,1542.7637142857143
2013-01-28,4,1625.8768571428573
2013-01-28,5,1789.7180000000003
2013-01-28,6,1926.9568571428572
2013-01-28,7,2223.756857142857
2013-01-28,8,2615.7134285714283
2013-01-28,9,2639.8574285714285
2013-01-28,10,2439.7740000000003
2013-01-28,11,2292.556857142857
2013-01-28,12,2089.0665714285715
2013-01-28,13,1985.3968571428572
2013-01-28,14,1944.5488571428573
2013-01-28,15,1845.4631428571429
2013-01-28,16,1838.43
2013-01-28,17,1908.542
2013-01-28,18,2060.798
2013-01-28,19,2293.9945714285714
2013-01-28,20,2370.787714285714
2013-01-28,21,2331.8037142857142
2013-01-28,22,2277.555714285714
2013-01-28,23,2128.454
2013-01-28,24,1977.1808571428571
2013-01-29,1,1715.9294285714284
2013-01-29,2,1486.8448571428573
2013-01-29,3,1376.4197142857142
2013-01-29,4,1432.8128571428572
2013-01-29,5,1562.1751428571429
2013-01-29,6,1645.700857142857
2013-01-29,7,1904.1602857142857
2013-01-29,8,2279.598
2013-01-29,9,2299.236857142857
2013-01-29,10,2135.184285714286
2013-01-29,11,2044.6391428571428
2013-01-29,12,1883.4814285714288
2013-01-29,13,1773.1568571428572
2013-01-29,14,1733.1522857142859
2013-01-29,15,1629.934
2013-01-29,16,1574.0311428571429
2013-01-29,17,1626.8071428571427
2013-01-29,18,1806.1465714285714
2013-01-29,19,2039.6037142857144
2013-01-29,20,2106.3785714285714
2013-01-29,21,2088.1271428571426
2013-01-29,22,2054.388857142857
2013-01-29,23,1920.3774285714285
2013-01-29,24,1792.892857142857
2013-01-30,1,1555.55
2013-01-30,2,1320.1591428571428
2013-01-30,3,1214.4585714285713
2013-01-30,4,1265.1934285714285
2013-01-30,5,1401.366
2013-01-30,6,1474.828857142857
2013-01-30,7,1735.1694285714286
2013-01-30,8,2117.040285714286
2013-01-30,9,2111.094
2013-01-30,10,1936.612857142857
2013-01-30,11,1837.5728571428572
2013-01-30,12,1662.958
2013-01-30,13,1545.3877142857143
2013-01-30,14,1454.6757142857143
2013-01-30,15,1365.6997142857142
2013-01-30,16,1336.087142857143
2013-01-30,17,1362.9957142857145
2013-01-30,18,1548.3202857142858
2013-01-30,19,1822.3968571428572
2013-01-30,20,1902.199142857143
2013-01-30,21,1899.2277142857142
2013-01-30,22,1883.9934285714285
2013-01-30,23,1787.5785714285714
2013-01-30,24,1652.579714285714
2013-01-31,1,1450.2585714285713
2013-01-31,2,1237.435714285714
2013-01-31,3,1129.8505714285714
2013-01-31,4,1181.0974285714285
2013-01-31,5,1305.0071428571428
2013-01-31,6,1380.6597142857142
2013-01-31,7,1648.3385714285712
2013-01-31,8,2049.6025714285715
2013-01-31,9,2018.4734285714287
2013-01-31,10,1805.9534285714285
2013-01-31,11,1675.3477142857141
2013-01-31,12,1490.4631428571429
2013-01-31,13,1364.3637142857144
2013-01-31,14,1293.1842857142858
2013-01-31,15,1192.4757142857143
2013-01-31,16,1149.4402857142857
2013-01-31,17,1205.422
2013-01-31,18,1379.2231428571429
2013-01-31,19,1642.5511428571428
2013-01-31,20,1711.1305714285716
2013-01-31,21,1706.7545714285714
2013-01-31,22,1691.9854285714284
2013-01-31,23,1600.2082857142857
2013-01-31,24,1476.6985714285713
2013-02-01,1,1262.8997142857145
2013-02-01,2,1060.4688571428571
2013-02-01,3,967.5877142857142
2013-02-01,4,1028.678
2013-02-01,5,1171.7602857142858
2013-02-01,6,1247.6951428571429
2013-02-01,7,1503.0002857142858
2013-02-01,8,1867.9305714285713
2013-02-01,9,1820.5545714285713
2013-02-01,10,1668.2882857142856
2013-02-01,11,1616.996857142857
2013-02-01,12,1487.2162857142855
2013-02-01,13,1413.1522857142859
2013-02-01,14,1372.5648571428571
2013-02-01,15,1279.6734285714285
2013-02-01,16,1231.3705714285713
2013-02-01,17,1255.2094285714286
2013-02-01,18,1393.028857142857
2013-02-01,19,1589.8528571428571
2013-02-01,20,1623.5511428571428
2013-02-01,21,1614.5374285714283
2013-02-01,22,1577.0837142857142
2013-02-01,23,1524.6014285714284
2013-02-01,24,1441.27
2013-02-02,1,1323.0242857142857
2013-02-02,2,1156.364857142857
2013-02-02,3,1070.7294285714286
2013-02-02,4,1138.0002857142858
2013-02-02,5,1265.676857142857
2013-02-02,6,1294.7911428571429
2013-02-02,7,1392.1785714285713
2013-02-02,8,1626.4928571428572
2013-02-02,9,1814.2745714285716
2013-02-02,10,1819.2917142857143
2013-02-02,11,1781.0711428571428
2013-02-02,12,1621.5157142857145
2013-02-02,13,1481.9385714285713
2013-02-02,14,1403.435714285714
2013-02-02,15,1338.15
2013-02-02,16,1311.2505714285712
2013-02-02,17,1359.8711428571428
2013-02-02,18,1531.4105714285713
2013-02-02,19,1836.9842857142855
2013-02-02,20,1887.1180000000002
2013-02-02,21,1823.8802857142857
2013-02-02,22,1793.4345714285716
2013-02-02,23,1762.372857142857
2013-02-02,24,1681.1774285714287
2013-02-03,1,1528.9625714285714
2013-02-03,2,1350.2071428571428
2013-02-03,3,1249.5717142857143
2013-02-03,4,1300.2094285714286
2013-02-03,5,1421.5374285714286
2013-02-03,6,1447.6574285714287
2013-02-03,7,1490.5694285714287
2013-02-03,8,1680.7431428571429
2013-02-03,9,1884.4985714285715
2013-02-03,10,1939.3237142857142
2013-02-03,11,1943.6174285714285
2013-02-03,12,1788.7671428571427
2013-02-03,13,1663.1694285714286
2013-02-03,14,1625.532857142857
